model,dataset,head_dict,total_heads_kept,accuracy_mean,accuracy_std
google/vit-large-patch16-224,mnist,"{0: [0, 1, 5, 6, 7, 8, 14, 15], 1: [0, 1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 3: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 9: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15], 10: [0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15], 11: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15], 13: [0, 1, 2, 3, 4, 8, 9, 10, 11, 13, 15], 14: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 14, 15], 15: [0, 1, 3, 5, 6, 9, 10, 12, 13, 14], 16: [0, 1, 3, 6, 10, 11, 14, 15], 17: [0, 1, 6, 7, 10, 12, 15], 18: [0, 2, 3, 5, 8, 13], 19: [0, 2, 5, 6], 20: [0, 5, 10, 11, 13], 21: [0, 1, 5, 13], 22: [0, 1, 4, 6, 8, 11], 23: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15]}",279,0.9735666666666667,0.0024419937209856643
google/vit-large-patch16-224,mnist,"{0: [0, 5, 15], 1: [0, 1, 7, 10], 2: [0, 1, 3, 7, 11], 3: [0, 3, 7, 14], 4: [0, 4], 5: [0, 1, 6], 6: [0, 14], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",40,0.9030999999999999,0.0011532562594670898
google/vit-large-patch16-224,mnist,"{0: [0, 5, 15], 1: [0, 1, 7, 9], 2: [0, 1, 3, 5, 7, 11], 3: [0, 3, 7, 14], 4: [0, 1, 3], 5: [0, 1, 2, 4, 13], 6: [0, 3, 14], 7: [0], 8: [0], 9: [0], 10: [0, 8], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",46,0.9287,0.0061587336360651255
google/vit-large-patch16-224,mnist,"{0: [0, 5, 6, 15], 1: [0, 1, 3, 7, 8, 10], 2: [0, 1, 2, 3, 4, 5, 11], 3: [0, 2, 3, 7, 8, 14], 4: [0, 1, 3, 4, 5], 5: [0, 1, 2, 4, 5, 8, 9, 13], 6: [0, 1, 6, 10, 14], 7: [0, 3, 7, 12], 8: [0, 2, 5, 6, 12], 9: [0, 4], 10: [0, 2, 3, 8], 11: [0], 12: [0], 13: [0, 6], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 2]}",71,0.9484,0.00238956062906965
google/vit-large-patch16-224,mnist,"{0: [0, 5, 6, 15], 1: [0, 1, 3, 7, 8, 9, 10, 11, 12, 15], 2: [0, 1, 2, 3, 4, 5, 7, 10, 11, 15], 3: [0, 2, 3, 5, 7, 9, 14, 15], 4: [0, 1, 2, 3, 4, 5, 6, 7, 10, 12], 5: [0, 1, 2, 3, 4, 6, 8, 9, 10, 13, 14, 15], 6: [0, 1, 3, 5, 6, 7, 10, 11, 14, 15], 7: [0, 1, 3, 5, 6, 7, 9, 10, 12], 8: [0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12], 9: [0, 1, 3], 10: [0, 2, 3, 4, 8, 10, 12, 13, 15], 11: [0, 2, 4, 5, 7, 15], 12: [0, 3, 5, 6, 7], 13: [0, 1, 13, 15], 14: [0, 8], 15: [0, 9], 16: [0, 11], 17: [0, 1], 18: [0], 19: [0], 20: [0], 21: [0, 13], 22: [0, 6], 23: [0, 2, 10, 11, 13, 14]}",132,0.9686,0.0036055512754640234
google/vit-large-patch16-224,mnist,"{0: [0, 5, 6, 15], 1: [0, 1, 3, 7, 8, 9, 10], 2: [0, 1, 2, 3, 4, 5, 11], 3: [0, 2, 3, 7, 8, 14], 4: [0, 1, 2, 3, 4, 5, 6], 5: [0, 1, 2, 4, 5, 6, 8, 10, 13, 15], 6: [0, 1, 5, 6, 7, 10, 11, 14], 7: [0, 3, 4, 7, 9, 12], 8: [0, 1, 2, 3, 5, 6, 10, 11, 12], 9: [0, 1, 3], 10: [0, 2, 3, 8], 11: [0, 7, 15], 12: [0], 13: [0, 1], 14: [0], 15: [0, 9], 16: [0, 11], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 2, 13]}",91,0.9541666666666666,0.0037313983080520404
google/vit-large-patch16-224,mnist,"{0: [0, 5, 6, 15], 1: [0, 1, 3, 7], 2: [0, 1, 3, 5, 7, 11], 3: [0, 3, 7, 14], 4: [0, 1, 3, 4, 5], 5: [0, 1, 2, 4, 6, 8, 13], 6: [0, 3, 6, 10, 14], 7: [0, 3, 7], 8: [0, 2, 6, 8], 9: [0, 12], 10: [0, 3, 8], 11: [0], 12: [0], 13: [0, 10], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 6]}",62,0.9091,0.008185352771872458
google/vit-large-patch16-224,mnist,"{0: [0, 5, 6, 15], 1: [0, 1, 4, 7, 10], 2: [0, 1, 3, 5, 7, 11], 3: [0, 3, 7, 14], 4: [0, 1, 3, 4, 11], 5: [0, 1, 2, 4, 10, 13], 6: [0, 3, 10, 14], 7: [0, 3], 8: [0, 2], 9: [0], 10: [0, 8], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",54,0.9105666666666666,0.007225187425481321
google/vit-large-patch16-224,mnist,"{0: [0, 5], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",32,0.86,0.0005291502622129122
google/vit-large-patch16-224,mnist,"{0: [0, 5], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",34,0.6677666666666666,0.01853977705727154
google/vit-large-patch16-224,mnist,"{0: [0, 5], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",33,0.8226333333333334,0.012815745523898853
google/vit-large-patch16-224,mnist,"{0: [0, 5], 1: [0, 1, 7, 10], 2: [0, 1, 3, 7, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0, 1, 6], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",37,0.6872666666666666,0.029425385865496034
google/vit-large-patch16-224,mnist,"{0: [0], 1: [0, 1, 7, 10], 2: [0, 2, 3, 5, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",32,0.8538,0.007621679604916486
google/vit-large-patch16-224,mnist,"{0: [0], 1: [0, 1, 7], 2: [0, 3, 5, 11], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",29,0.8161666666666667,0.0068303245408497075
google/vit-large-patch16-224,mnist,"{0: [0], 1: [0, 1, 7], 2: [0, 3], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",27,0.8285333333333332,0.014424400623018462
google/vit-large-patch16-224,mnist,{},384,0.9703333333333334,0.0025166114784236004
