model,dataset,head_dict,total_heads_kept,accuracy_mean,accuracy_std,threshold,attention_head_saving,model_size
facebook/deit-small-patch16-224,mnist,"{0: [0, 2], 1: [0, 1, 2, 3, 4], 2: [0, 1, 4, 5], 3: [0, 2, 3], 4: [0, 2, 4, 5], 5: [0, 1, 2, 4], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",28,0.9389,0.00115325625946708,0.7,4.312,17.788
facebook/deit-small-patch16-224,mnist,"{0: [0, 2], 1: [0, 1, 2, 3, 4], 2: [0, 1, 2, 4, 5], 3: [0, 1, 2, 3], 4: [0, 2, 4, 5], 5: [0, 1, 2, 3, 4], 6: [0, 3, 4], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",34,0.9474666666666667,0.001474222959166394,0.75,3.724,18.376
facebook/deit-small-patch16-224,mnist,"{0: [0, 2], 1: [0, 1, 2, 3, 4], 2: [0, 1, 2, 4, 5], 3: [0, 1, 2, 3, 4], 4: [0, 2, 3, 4, 5], 6: [0, 1, 2, 4, 5], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0, 5]}",40,0.9433333333333334,0.0007371114795831973,0.8,3.136,18.964000000000002
facebook/deit-small-patch16-224,mnist,"{0: [0, 2, 4], 6: [0, 1, 2, 4, 5], 7: [0, 2, 4], 8: [0, 2, 3, 4, 5], 9: [0, 4], 10: [0], 11: [0, 5]}",51,0.9621,0.0010816653826392123,0.85,2.0580000000000003,20.042
facebook/deit-small-patch16-224,mnist,"{0: [0, 2, 4], 7: [0, 1, 3, 4, 5], 8: [0, 1, 2, 4, 5], 9: [0, 1, 2, 3, 5], 10: [0, 2], 11: [0, 5]}",58,0.9632,0.0020999999999999908,0.9,1.372,20.728
facebook/deit-small-patch16-224,mnist,"{0: [0, 1, 2, 4, 5], 10: [0, 1, 2, 5], 11: [0, 2, 3, 5]}",67,0.9615333333333332,0.00202319878739912,0.95,0.49,21.610000000000003
facebook/deit-small-patch16-224,mnist,{},72,0.9617333333333334,0.0033080709383768708,1.0,0.0,22.1
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 4], 2: [0], 3: [0, 2], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",14,0.441,0.030520648748019776,0.05,25.48,60.519999999999996
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 1, 2], 2: [0], 3: [0, 1], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",15,0.4504333333333333,0.021288807701074615,0.1,25.284000000000002,60.715999999999994
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 1, 2, 3], 2: [0], 3: [0, 1], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",16,0.4506333333333334,0.019956536105580378,0.15,25.088,60.912
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 8], 4: [0, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",21,0.4580666666666667,0.02930688201316089,0.2,24.108,61.891999999999996
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 8], 4: [0, 3, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",21,0.45730000000000004,0.030005166221835862,0.25,24.108,61.891999999999996
facebook/dinov2-base,mnist,"{0: [0], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",23,0.4598333333333333,0.027302808158380577,0.3,23.716,62.284
facebook/dinov2-base,mnist,"{0: [0, 2], 1: [0, 1, 2, 3], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",25,0.46290000000000003,0.022951470541122187,0.35,23.324,62.676
facebook/dinov2-base,mnist,"{0: [0, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 7], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0]}",26,0.46103333333333335,0.02513450483565041,0.4,23.128,62.872
facebook/dinov2-base,mnist,"{0: [0, 1, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 6, 7], 5: [0], 6: [0], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",29,0.46013333333333334,0.03338327924775116,0.45,22.54,63.46
facebook/dinov2-base,mnist,"{0: [0, 1, 2], 1: [0, 1, 2, 3, 10], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0], 6: [0], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",30,0.4533666666666667,0.0372760423507289,0.5,22.344,63.656
facebook/dinov2-base,mnist,"{0: [0, 1, 2], 1: [0, 1, 2, 3, 4], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0], 6: [0, 1, 5], 7: [0, 4], 8: [0], 9: [0], 10: [0], 11: [0]}",32,0.4658333333333333,0.030823421830376535,0.55,21.952,64.048
facebook/dinov2-base,mnist,"{0: [0, 1, 2], 1: [0, 1, 2, 3, 4], 2: [0, 2], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0, 3], 6: [0, 1, 5], 7: [0, 3, 4, 6], 8: [0], 9: [0], 10: [0], 11: [0]}",35,0.48943333333333333,0.029698877644337533,0.6,21.364,64.636
facebook/dinov2-base,mnist,"{0: [0, 1, 2], 1: [0, 1, 2, 3, 4, 5, 11], 2: [0, 2, 8], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7], 5: [0, 3, 4, 5], 6: [0, 1, 5], 7: [0, 3, 4, 6], 8: [0], 9: [0], 10: [0], 11: [0]}",40,0.48206666666666664,0.043205362321514375,0.65,20.384,65.616
facebook/dinov2-base,mnist,"{0: [0, 1, 2, 7, 8, 9], 1: [0, 1, 2, 3, 4, 5, 10, 11], 2: [0, 2, 8], 3: [0, 1, 2, 3, 8], 4: [0, 1, 2, 3, 4, 6, 7, 10], 5: [0, 3, 4, 5, 10], 6: [0, 1, 5], 7: [0, 3, 4, 6, 10], 8: [0, 2, 4, 7, 9], 9: [0, 1], 10: [0], 11: [0]}",52,0.717,0.06120955807714998,0.7,18.032,67.968
facebook/dinov2-base,mnist,"{0: [0, 1, 2, 3, 8, 9, 10], 1: [0, 1, 2, 3, 4, 5, 10, 11], 2: [0, 2, 8, 9], 3: [0, 1, 2, 3, 5, 6, 8], 4: [0, 1, 2, 3, 4, 6, 7, 8], 5: [0, 2, 3, 4, 5, 10], 6: [0, 1, 5], 7: [0, 2, 3, 4, 6, 9], 8: [0, 1, 2, 4, 7, 9], 9: [0, 1, 4, 7], 10: [0], 11: [0, 6]}",62,0.8915666666666667,0.00757979771058121,0.75,16.072,69.928
facebook/dinov2-base,mnist,"{0: [0, 1, 2, 3, 7, 8, 9, 10, 11], 1: [0, 1, 2, 3, 4, 5, 10, 11], 2: [0, 2, 7, 8, 9], 3: [0, 1, 2, 3, 5, 6, 7, 8], 4: [0, 1, 2, 3, 4, 6, 7, 8], 5: [0, 2, 3, 4, 5, 6, 7, 9, 10], 6: [0, 1, 4, 5], 7: [0, 1, 2, 3, 4, 6, 9, 11], 8: [0, 1, 2, 3, 4, 7, 8, 9], 9: [0, 1, 3], 10: [0], 11: [0, 3, 6]}",74,0.8733,0.027430457524438002,0.8,13.72,72.28
facebook/dinov2-base,mnist,"{0: [0, 1, 2, 3, 5, 6, 7, 8, 9, 11], 1: [0, 1, 2, 3, 4, 5, 8, 10, 11], 2: [0, 2, 4, 7, 8, 9, 10], 3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 11], 4: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9], 5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], 6: [0, 1, 3, 4, 5, 6, 7], 7: [0, 1, 2, 3, 4, 6, 7, 9, 10, 11], 8: [0, 1, 2, 3, 4, 5, 7, 8, 9], 9: [0, 1, 2, 4, 5, 7, 9, 10], 10: [0, 3, 7, 10, 11], 11: [0, 2, 5, 6]}",100,0.9706666666666667,0.003873413653785699,0.85,8.624,77.376
facebook/dinov2-base,mnist,"{1: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], 2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 3: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], 6: [0, 1, 2, 3, 4, 5, 6, 7, 11], 7: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], 10: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], 11: [0, 1, 3, 5, 6]}",129,0.9747333333333333,0.004045161719058085,0.9,2.94,83.06
facebook/dinov2-base,mnist,"{1: [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], 2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 11: [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11]}",141,0.9726333333333333,0.0043661577311559846,0.95,0.5880000000000001,85.412
facebook/dinov2-base,mnist,{},144,0.9687333333333333,0.005965176722724455,1.0,0.0,86.0
google/vit-large-patch16-224,mnist,"{0: [0], 1: [0, 1, 7], 2: [0, 3], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",27,0.8285333333333332,0.014424400623018462,0.05,93.534,213.466
google/vit-large-patch16-224,mnist,"{0: [0], 1: [0, 1, 7], 2: [0, 3, 5, 11], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",29,0.8161666666666667,0.0068303245408497075,0.1,93.01,213.99
google/vit-large-patch16-224,mnist,"{0: [0], 1: [0, 1, 7], 2: [0, 3, 5, 11], 3: [0], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",29,0.8161666666666667,0.0068303245408497075,0.15,93.01,213.99
google/vit-large-patch16-224,mnist,"{0: [0], 1: [0, 1, 7, 10], 2: [0, 2, 3, 5, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",32,0.8538,0.007621679604916486,0.2,92.224,214.776
google/vit-large-patch16-224,mnist,"{0: [0, 5], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",32,0.86,0.0005291502622129122,0.25,92.224,214.776
google/vit-large-patch16-224,mnist,"{0: [0, 5], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",32,0.86,0.0005291502622129122,0.3,92.224,214.776
google/vit-large-patch16-224,mnist,"{0: [0, 5], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",33,0.8226333333333334,0.012815745523898853,0.35,91.962,215.038
google/vit-large-patch16-224,mnist,"{0: [0, 5], 1: [0, 1, 7, 10], 2: [0, 1, 3, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",34,0.6677666666666666,0.01853977705727154,0.4,91.7,215.3
google/vit-large-patch16-224,mnist,"{0: [0, 5], 1: [0, 1, 7, 10], 2: [0, 1, 3, 7, 11], 3: [0, 7, 14], 4: [0, 4], 5: [0, 1, 6], 6: [0], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",37,0.6872666666666666,0.029425385865496034,0.45,90.914,216.086
google/vit-large-patch16-224,mnist,"{0: [0, 5, 15], 1: [0, 1, 7, 10], 2: [0, 1, 3, 7, 11], 3: [0, 3, 7, 14], 4: [0, 4], 5: [0, 1, 6], 6: [0, 14], 7: [0], 8: [0], 9: [0], 10: [0], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",40,0.9030999999999999,0.0011532562594670898,0.5,90.128,216.872
google/vit-large-patch16-224,mnist,"{0: [0, 5, 15], 1: [0, 1, 7, 9], 2: [0, 1, 3, 5, 7, 11], 3: [0, 3, 7, 14], 4: [0, 1, 3], 5: [0, 1, 2, 4, 13], 6: [0, 3, 14], 7: [0], 8: [0], 9: [0], 10: [0, 8], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",46,0.9287,0.0061587336360651255,0.55,88.556,218.44400000000002
google/vit-large-patch16-224,mnist,"{0: [0, 5, 6, 15], 1: [0, 1, 4, 7, 10], 2: [0, 1, 3, 5, 7, 11], 3: [0, 3, 7, 14], 4: [0, 1, 3, 4, 11], 5: [0, 1, 2, 4, 10, 13], 6: [0, 3, 10, 14], 7: [0, 3], 8: [0, 2], 9: [0], 10: [0, 8], 11: [0], 12: [0], 13: [0], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0]}",54,0.9105666666666666,0.007225187425481321,0.6,86.46000000000001,220.54
google/vit-large-patch16-224,mnist,"{0: [0, 5, 6, 15], 1: [0, 1, 3, 7], 2: [0, 1, 3, 5, 7, 11], 3: [0, 3, 7, 14], 4: [0, 1, 3, 4, 5], 5: [0, 1, 2, 4, 6, 8, 13], 6: [0, 3, 6, 10, 14], 7: [0, 3, 7], 8: [0, 2, 6, 8], 9: [0, 12], 10: [0, 3, 8], 11: [0], 12: [0], 13: [0, 10], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 6]}",62,0.9091,0.008185352771872458,0.65,84.364,222.636
google/vit-large-patch16-224,mnist,"{0: [0, 5, 6, 15], 1: [0, 1, 3, 7, 8, 10], 2: [0, 1, 2, 3, 4, 5, 11], 3: [0, 2, 3, 7, 8, 14], 4: [0, 1, 3, 4, 5], 5: [0, 1, 2, 4, 5, 8, 9, 13], 6: [0, 1, 6, 10, 14], 7: [0, 3, 7, 12], 8: [0, 2, 5, 6, 12], 9: [0, 4], 10: [0, 2, 3, 8], 11: [0], 12: [0], 13: [0, 6], 14: [0], 15: [0], 16: [0], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 2]}",71,0.9484,0.00238956062906965,0.7,82.006,224.994
google/vit-large-patch16-224,mnist,"{0: [0, 5, 6, 15], 1: [0, 1, 3, 7, 8, 9, 10], 2: [0, 1, 2, 3, 4, 5, 11], 3: [0, 2, 3, 7, 8, 14], 4: [0, 1, 2, 3, 4, 5, 6], 5: [0, 1, 2, 4, 5, 6, 8, 10, 13, 15], 6: [0, 1, 5, 6, 7, 10, 11, 14], 7: [0, 3, 4, 7, 9, 12], 8: [0, 1, 2, 3, 5, 6, 10, 11, 12], 9: [0, 1, 3], 10: [0, 2, 3, 8], 11: [0, 7, 15], 12: [0], 13: [0, 1], 14: [0], 15: [0, 9], 16: [0, 11], 17: [0], 18: [0], 19: [0], 20: [0], 21: [0], 22: [0], 23: [0, 2, 13]}",91,0.9541666666666666,0.0037313983080520404,0.75,76.766,230.23399999999998
google/vit-large-patch16-224,mnist,"{0: [0, 5, 6, 15], 1: [0, 1, 3, 7, 8, 9, 10, 11, 12, 15], 2: [0, 1, 2, 3, 4, 5, 7, 10, 11, 15], 3: [0, 2, 3, 5, 7, 9, 14, 15], 4: [0, 1, 2, 3, 4, 5, 6, 7, 10, 12], 5: [0, 1, 2, 3, 4, 6, 8, 9, 10, 13, 14, 15], 6: [0, 1, 3, 5, 6, 7, 10, 11, 14, 15], 7: [0, 1, 3, 5, 6, 7, 9, 10, 12], 8: [0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12], 9: [0, 1, 3], 10: [0, 2, 3, 4, 8, 10, 12, 13, 15], 11: [0, 2, 4, 5, 7, 15], 12: [0, 3, 5, 6, 7], 13: [0, 1, 13, 15], 14: [0, 8], 15: [0, 9], 16: [0, 11], 17: [0, 1], 18: [0], 19: [0], 20: [0], 21: [0, 13], 22: [0, 6], 23: [0, 2, 10, 11, 13, 14]}",132,0.9686,0.0036055512754640234,0.8,66.024,240.976
google/vit-large-patch16-224,mnist,"{0: [0, 1, 5, 6, 14, 15], 1: [0, 1, 3, 4, 7, 8, 9, 10, 11, 12, 15], 2: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 15], 3: [0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 14, 15], 4: [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12], 5: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15], 6: [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 14, 15], 7: [0, 1, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15], 8: [0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 15], 9: [0, 1, 2, 3, 5, 7, 12], 10: [0, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15], 11: [0, 1, 2, 4, 7, 10, 15], 12: [0, 3, 5, 6, 7, 8, 9, 11, 13, 14], 13: [0, 1, 3, 8, 13, 15], 14: [0, 1, 5, 8, 10, 12], 15: [0, 1, 5, 6, 9], 16: [0, 3, 6, 10, 11], 17: [0, 1, 6], 18: [0, 2], 19: [0], 20: [0, 11], 21: [0, 13], 22: [0, 4, 6], 23: [0, 1, 2, 9, 10, 11, 13, 14, 15]}",189,0.9685,0.003716180835212377,0.85,51.09,255.91
google/vit-large-patch16-224,mnist,"{0: [0, 1, 5, 6, 7, 8, 14, 15], 1: [0, 1, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], 3: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15], 7: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], 9: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15], 10: [0, 1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15], 11: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15], 13: [0, 1, 2, 3, 4, 8, 9, 10, 11, 13, 15], 14: [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 12, 14, 15], 15: [0, 1, 3, 5, 6, 9, 10, 12, 13, 14], 16: [0, 1, 3, 6, 10, 11, 14, 15], 17: [0, 1, 6, 7, 10, 12, 15], 18: [0, 2, 3, 5, 8, 13], 19: [0, 2, 5, 6], 20: [0, 5, 10, 11, 13], 21: [0, 1, 5, 13], 22: [0, 1, 4, 6, 8, 11], 23: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15]}",279,0.9735666666666667,0.0024419937209856643,0.9,27.51,279.49
google/vit-large-patch16-224,mnist,"{0: [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15]}",383,0.9715333333333334,0.0024542480178932954,0.95,0.262,306.738
google/vit-large-patch16-224,mnist,{},384,0.9703333333333334,0.0025166114784236004,1.0,0.0,307.0
